nomor_laporan,tanggal_kejadian,tanggal_laporan,jenis_kejahatan,sub_jenis,modus_operandi,platform,provinsi,kota_kabupaten,latitude,longitude,usia_korban,jenis_kelamin_korban,pekerjaan_korban,pendidikan_korban,estimasi_kerugian,jumlah_korban,tingkat_keparahan,status_kasus,tersangka_teridentifikasi,sumber_data,keterangan
LP/2024/1256/SBR,2024-12-02,2024-12-09,Akses Ilegal,XSS,Brute Force,Facebook,Jawa Timur,,-7.215671,112.731464,41,L,Pelajar,SD,86878836,7,tinggi,dalam_penyelidikan,1,Aduan Konten Kominfo,
LP/2024/1257/SBR,2024-12-18,2025-01-13,Penipuan Online,Penipuan Pinjol Ilegal,Phishing,Telegram,Sumatera Selatan,,-2.95353,104.789407,34,P,Profesional,SMA,30002091,6,sedang,baru,0,Inisiatif Polri,
LP/2024/1258/SBR,2024-09-12,2024-09-20,Pencurian Data,Data Pribadi,Phishing,Telegram,Jawa Tengah,,-6.973911,110.404816,46,P,Pensiunan,S3,117391830,27,sedang,dalam_penyelidikan,1,Aduan BSSN,
LP/2024/1259/SBR,2024-08-28,2024-09-25,Konten Asusila,Pornografi Anak,Penyebaran Massal,SMS,Banten,,-6.117357,106.118752,43,P,PNS,SD,1461124,1,tinggi,dalam_penyelidikan,0,Aduan Konten Kominfo,
LP/2024/1260/SBR,2024-07-06,2024-07-12,Pemerasan Siber,Ransomware,DDoS Threat,SMS,Banten,,-6.090687,106.173702,32,L,Profesional,TD,235087657,4,tinggi,selesai,0,Inisiatif Polri,
LP/2024/1261/SBR,2024-10-06,2024-10-17,Pencurian Data,Data Pribadi,Insider Threat,Marketplace,Jawa Tengah,,-6.999433,110.419026,33,P,Mahasiswa,SMP,126454909,1,tinggi,dalam_penyelidikan,0,Kerjasama Antar Lembaga,
LP/2024/1262/SBR,2024-02-05,2024-02-09,Penipuan Online,Investasi Bodong,Fake Marketplace,Email,Daerah Istimewa Yogyakarta,,-7.842233,110.416689,61,L,Petani,SMA,27508025,1,rendah,selesai,0,Laporan Masyarakat,
LP/2024/1263/SBR,2024-11-22,2024-11-29,Pemerasan Siber,Ransomware,Ransomware,Email,Jawa Barat,,-6.952879,107.580213,53,P,PNS,TD,68122459,3,kritis,baru,0,Inisiatif Polri,
LP/2024/1264/SBR,2024-11-13,2024-11-22,Pencurian Data,Data Pemerintah,Phishing,Email,Jawa Timur,,-7.216641,112.735051,62,P,Karyawan Swasta,SMA,52887637,48,tinggi,baru,0,Laporan Masyarakat,
LP/2024/1265/SBR,2024-07-14,2024-08-02,Konten Asusila,Sextortion,Pemerasan,TikTok,Jawa Tengah,,-7.00419,110.460469,51,P,Karyawan Swasta,S2,858195,3,tinggi,dalam_penyelidikan,1,Laporan Masyarakat,
LP/2024/1266/SBR,2024-04-21,2024-05-20,Penipuan Online,Skema Ponzi,Phishing,Marketplace,Sulawesi Selatan,,-5.154639,119.416021,47,L,Tidak Bekerja,S1,686438,8,sedang,selesai,1,Patroli Siber,
LP/2024/1267/SBR,2024-05-04,2024-05-26,Judi Online,Slot Online,Telegram,Telegram,Jawa Barat,,-6.916484,107.621667,42,L,Karyawan Swasta,TD,6481680,2,rendah,dalam_penyelidikan,1,Patroli Siber,
LP/2024/1268/SBR,2024-06-02,2024-06-09,Penipuan Online,Jual-Beli Fiktif,Phishing,Facebook,Papua,,-2.514199,140.751433,64,P,Pensiunan,SMP,28621547,2,sedang,dalam_penyelidikan,0,Patroli Siber,
LP/2024/1269/SBR,2024-05-24,2024-05-29,Penipuan Online,Skema Ponzi,Fake Marketplace,Marketplace,DKI Jakarta,,-6.197907,106.873573,48,L,Buruh,S3,20224852,5,rendah,selesai,0,Aduan BSSN,
LP/2024/1270/SBR,2024-01-23,2024-02-18,Penyebaran Malware,Worm,Email Lampiran,Twitter/X,Kalimantan Selatan,,-3.306413,114.638546,61,P,IRT,SMP,65140855,14,tinggi,dalam_penyelidikan,1,Kerjasama Antar Lembaga,
LP/2024/1271/SBR,2024-06-03,2024-06-11,Penipuan Online,Penipuan Pinjol Ilegal,Phishing,SMS,Banten,,-6.088406,106.156134,39,P,IRT,S2,24100526,7,rendah,dalam_penyelidikan,1,Kerjasama Antar Lembaga,
LP/2024/1272/SBR,2024-08-09,2024-08-17,Judi Online,Sportsbook,Aplikasi Pihak Ketiga,SMS,Jawa Timur,,-7.240859,112.794283,20,P,Buruh,SD,25102592,3,rendah,baru,1,Patroli Siber,
LP/2024/1273/SBR,2024-12-10,2024-12-20,Peretasan Akun,Phishing,Sim Swap,SMS,Daerah Istimewa Yogyakarta,,-7.754888,110.389984,26,L,Profesional,SD,11460870,1,sedang,p21,0,Aduan Konten Kominfo,
LP/2024/1274/SBR,2024-12-24,2024-12-25,Judi Online,Live Casino,Telegram,TikTok,Daerah Istimewa Yogyakarta,,-7.778751,110.34667,61,P,Tidak Bekerja,TD,9004322,3,rendah,dalam_penyelidikan,1,Aduan Konten Kominfo,
LP/2024/1275/SBR,2024-06-03,2024-07-01,Penipuan Online,Jual-Beli Fiktif,Social Engineering,Telegram,Sumatera Utara,,3.579455,98.663952,29,L,Mahasiswa,TD,26144748,5,sedang,dalam_penyelidikan,0,Inisiatif Polri,
LP/2024/1276/SBR,2024-07-16,2024-07-17,Peretasan Akun,Social Engineering,Password Lemah,WhatsApp,Kalimantan Timur,,0.516758,117.107703,60,P,Pensiunan,SMP,17964755,3,tinggi,dalam_penyelidikan,0,Kerjasama Antar Lembaga,
LP/2024/1277/SBR,2024-04-03,2024-04-05,Konten Asusila,Penyebaran Konten,Sextortion,TikTok,Nusa Tenggara Barat,,-8.623274,116.100229,34,P,Profesional,SD,1675139,3,tinggi,dalam_penyelidikan,0,Patroli Siber,
LP/2024/1278/SBR,2024-10-21,2024-11-02,Penipuan Online,Jual-Beli Fiktif,Social Engineering,WhatsApp,DKI Jakarta,,-6.227446,106.855662,47,P,Buruh,TD,2670874,5,tinggi,dihentikan,0,Aduan BSSN,
LP/2024/1279/SBR,2024-01-28,2024-02-14,Penipuan Online,Jual-Beli Fiktif,Phishing,Twitter/X,Sumatera Selatan,,-2.965828,104.735628,64,L,Pensiunan,S2,46059945,3,tinggi,p21,0,Aduan Konten Kominfo,
LP/2024/1280/SBR,2024-07-14,2024-07-18,Hoaks/Disinformasi,Hoaks Kesehatan,Manipulasi Foto,SMS,Jawa Tengah,,-6.979107,110.366978,31,P,PNS,S3,915175,53,rendah,baru,0,Laporan Masyarakat,
LP/2024/1281/SBR,2024-09-15,2024-09-15,Penipuan Online,Investasi Bodong,Fake Marketplace,WhatsApp,Jawa Tengah,,-6.977363,110.370853,42,L,Karyawan Swasta,S2,15001005,7,sedang,baru,0,Kerjasama Antar Lembaga,
LP/2024/1282/SBR,2024-05-27,2024-05-27,Penipuan Online,Jual-Beli Fiktif,Telepon Penipuan,WhatsApp,Sumatera Utara,,3.604437,98.721044,20,P,Mahasiswa,SD,42365482,2,rendah,baru,1,Inisiatif Polri,
LP/2024/1283/SBR,2024-04-25,2024-05-25,Penipuan Online,Penipuan Pinjol Ilegal,Social Engineering,Instagram,DKI Jakarta,,-6.201352,106.878038,42,L,Pensiunan,S3,31374643,6,sedang,baru,0,Aduan Konten Kominfo,
LP/2024/1284/SBR,2024-08-10,2024-08-31,Penipuan Online,Jual-Beli Fiktif,Phishing,Website,Riau,,0.485683,101.453484,55,L,Pelajar,S2,22087628,5,sedang,baru,1,Inisiatif Polri,
LP/2024/1285/SBR,2024-12-18,2025-01-06,Penipuan Online,Jual-Beli Fiktif,Fake Marketplace,Email,Banten,,-6.093591,106.140114,42,L,PNS,S2,26624786,6,sedang,baru,0,Aduan Konten Kominfo,
LP/2024/1286/SBR,2024-07-01,2024-07-08,Penipuan Online,Jual-Beli Fiktif,Fake Marketplace,Marketplace,Bali,,-8.417194,115.183664,35,L,Tidak Bekerja,SMA,27906508,2,sedang,selesai,0,Aduan Konten Kominfo,
LP/2024/1287/SBR,2024-02-12,2024-02-28,Penipuan Online,Jual-Beli Fiktif,Phishing,Instagram,Jawa Barat,,-6.920578,107.627739,57,P,Petani,TD,25005870,1,rendah,selesai,1,Laporan Masyarakat,
LP/2024/1288/SBR,2024-01-12,2024-01-16,Penipuan Online,Jual-Beli Fiktif,Social Engineering,SMS,Jawa Tengah,,-6.98406,110.410934,33,L,Petani,S1,12528776,5,sedang,p21,0,Laporan Masyarakat,
LP/2024/1289/SBR,2024-08-19,2024-08-20,Pencemaran Nama,Fitnah,Akun Anonim,Telepon,Jawa Timur,,-7.214259,112.765823,51,L,Pelajar,S3,669658,2,rendah,dalam_penyelidikan,0,Aduan Konten Kominfo,
LP/2024/1290/SBR,2024-04-11,2024-05-03,Peretasan Akun,Social Engineering,Password Lemah,TikTok,Banten,,-6.115106,106.100992,60,L,PNS,D3,21376707,2,sedang,dihentikan,0,Aduan Konten Kominfo,
LP/2024/1291/SBR,2024-05-08,2024-06-04,Judi Online,Slot Online,Aplikasi Pihak Ketiga,WhatsApp,DKI Jakarta,,-6.198453,106.838849,32,L,PNS,TD,1200627,3,rendah,baru,0,Patroli Siber,
LP/2024/1292/SBR,2024-05-09,2024-05-10,Akses Ilegal,SQL Injection,SQL Injection,Facebook,Sumatera Barat,,-0.915552,100.460677,46,L,Pensiunan,SMA,29970308,9,tinggi,dalam_penyelidikan,0,Patroli Siber,
LP/2024/1293/SBR,2024-04-24,2024-05-11,Konten Asusila,Penyebaran Konten,Penyebaran Massal,Telepon,Bali,,-8.441264,115.196423,33,P,Karyawan Swasta,SMP,2836588,3,sedang,dalam_penyelidikan,1,Patroli Siber,
LP/2024/1294/SBR,2024-04-10,2024-04-25,Akses Ilegal,Brute Force,Brute Force,Telepon,Jawa Barat,,-6.916373,107.641788,22,L,Pelajar,S2,93562616,2,tinggi,baru,0,Aduan Konten Kominfo,
LP/2024/1295/SBR,2024-10-20,2024-10-22,Penipuan Online,Investasi Bodong,Modus Skema Ponzi,Email,Banten,,-6.071332,106.121644,26,L,Petani,SMA,14038509,4,rendah,dihentikan,0,Aduan Konten Kominfo,
LP/2024/1296/SBR,2024-02-14,2024-03-13,Pencurian Data,Data Korporat,Credential Stuffing,Email,Jawa Barat,,-6.891689,107.562628,45,L,Profesional,S2,145890625,45,kritis,baru,0,Laporan Masyarakat,
LP/2024/1297/SBR,2024-10-17,2024-11-11,Penipuan Online,Investasi Bodong,Phishing,Telepon,Jawa Barat,,-6.917408,107.630606,63,L,Buruh,S1,20916898,3,sedang,baru,0,Aduan Konten Kominfo,
LP/2024/1298/SBR,2024-09-06,2024-09-19,Akses Ilegal,Defacement,Default Credentials,Facebook,Sumatera Selatan,,-3.039521,104.710701,62,L,Profesional,S2,65860103,7,sedang,p21,0,Aduan Konten Kominfo,
LP/2024/1299/SBR,2024-07-24,2024-07-26,Peretasan Akun,Sim Swap,Password Lemah,Telepon,Daerah Istimewa Yogyakarta,,-7.78858,110.329249,30,TD,Pensiunan,TD,10486660,3,sedang,p21,0,Kerjasama Antar Lembaga,
LP/2024/1300/SBR,2024-02-09,2024-02-28,Penipuan Online,Penipuan Pinjol Ilegal,Fake Marketplace,WhatsApp,Papua,,-2.497022,140.727822,59,L,Petani,S3,47883267,7,rendah,dalam_penyelidikan,1,Kerjasama Antar Lembaga,
LP/2024/1301/SBR,2024-07-04,2024-07-08,Penipuan Online,Investasi Bodong,Phishing,Website,Sumatera Utara,,3.606792,98.678438,38,L,Karyawan Swasta,SD,7267546,3,sedang,p21,1,Aduan Konten Kominfo,
LP/2024/1302/SBR,2024-03-05,2024-04-03,Pencurian Data,Data Pemerintah,Insider Threat,Twitter/X,Bali,,-8.429483,115.221571,57,L,Petani,TD,61837183,38,kritis,p21,0,Laporan Masyarakat,
LP/2024/1303/SBR,2024-09-05,2024-10-04,Hoaks/Disinformasi,SARA,Manipulasi Foto,Telepon,Daerah Istimewa Yogyakarta,,-7.798892,110.351783,51,P,Pelajar,SMP,135022,27,rendah,dalam_penyelidikan,1,Kerjasama Antar Lembaga,
LP/2024/1304/SBR,2024-12-24,2025-01-01,Penipuan Online,Skema Ponzi,Telepon Penipuan,SMS,Sumatera Selatan,,-2.987252,104.793684,34,L,Tidak Bekerja,S2,39123469,6,sedang,dalam_penyelidikan,0,Inisiatif Polri,
LP/2024/1305/SBR,2024-07-07,2024-08-04,Penipuan Online,Skema Ponzi,Social Engineering,Telegram,Daerah Istimewa Yogyakarta,,-7.807703,110.330733,51,L,PNS,S3,46017979,4,tinggi,baru,0,Laporan Masyarakat,
LP/2024/1306/SBR,2024-06-24,2024-07-08,Penipuan Online,Penipuan Pinjol Ilegal,Modus Skema Ponzi,Telepon,Jawa Timur,,-7.214821,112.796802,37,L,IRT,TD,46428220,7,tinggi,dalam_penyelidikan,0,Patroli Siber,
LP/2024/1307/SBR,2024-01-01,2024-01-02,Penipuan Online,Skema Ponzi,Telepon Penipuan,Facebook,Jawa Tengah,,-6.987583,110.372449,21,L,IRT,S1,26431859,8,sedang,dalam_penyelidikan,1,Aduan BSSN,
LP/2024/1308/SBR,2024-09-19,2024-10-08,Hoaks/Disinformasi,Hoaks Politik,Forward Massal,Marketplace,Jawa Barat,,-6.924046,107.613241,44,L,Mahasiswa,S2,495252,38,rendah,selesai,0,Kerjasama Antar Lembaga,
LP/2024/1309/SBR,2024-04-14,2024-04-20,Penipuan Online,Penipuan Pinjol Ilegal,Social Engineering,Telegram,DKI Jakarta,,-6.207531,106.836721,28,L,IRT,SD,3558947,5,sedang,dalam_penyelidikan,0,Patroli Siber,
LP/2024/1310/SBR,2024-05-24,2024-05-26,Penipuan Online,Investasi Bodong,Telepon Penipuan,TikTok,Sumatera Utara,,3.608997,98.704567,47,P,Pensiunan,TD,14766751,5,sedang,baru,1,Patroli Siber,
LP/2024/1311/SBR,2024-06-13,2024-07-02,Akses Ilegal,SQL Injection,Brute Force,Twitter/X,DKI Jakarta,,-6.238336,106.870951,41,P,Buruh,S1,41279293,9,sedang,dihentikan,0,Laporan Masyarakat,
LP/2024/1312/SBR,2024-11-08,2024-11-26,Konten Asusila,Pornografi Anak,Pemerasan,Telepon,Jawa Tengah,,-6.940573,110.371216,59,TD,Karyawan Swasta,SMA,2107342,3,sedang,p21,1,Patroli Siber,
LP/2024/1313/SBR,2024-01-26,2024-02-02,Konten Asusila,Sextortion,Penyebaran Massal,Website,Riau,,0.509158,101.458852,18,L,Pelajar,SMA,755169,2,tinggi,baru,1,Kerjasama Antar Lembaga,
LP/2024/1314/SBR,2024-05-18,2024-05-31,Pencurian Data,Data Pribadi,Insider Threat,Instagram,Jawa Tengah,,-6.965351,110.409236,34,TD,Tidak Bekerja,SMA,133554363,24,tinggi,baru,0,Kerjasama Antar Lembaga,
LP/2024/1315/SBR,2024-11-17,2024-12-14,Penipuan Online,Skema Ponzi,Social Engineering,Telegram,Sumatera Utara,,3.60987,98.644178,44,L,Tidak Bekerja,S2,27104086,5,rendah,p21,0,Inisiatif Polri,
LP/2024/1316/SBR,2024-07-27,2024-08-11,Judi Online,Sportsbook,Aplikasi Pihak Ketiga,WhatsApp,DKI Jakarta,,-6.220405,106.813779,54,L,Tidak Bekerja,SMP,10815864,3,rendah,dalam_penyelidikan,0,Inisiatif Polri,
LP/2024/1317/SBR,2024-02-15,2024-03-03,Peretasan Akun,Phishing,Password Lemah,Website,Daerah Istimewa Yogyakarta,,-7.76503,110.375113,43,P,Pensiunan,SD,17799118,1,sedang,dihentikan,0,Patroli Siber,
LP/2024/1318/SBR,2024-04-21,2024-05-06,Penipuan Online,Investasi Bodong,Social Engineering,Facebook,Sumatera Selatan,,-3.0181,104.774631,53,L,Petani,S2,8489116,8,sedang,selesai,0,Kerjasama Antar Lembaga,
LP/2024/1319/SBR,2024-01-22,2024-02-19,Akses Ilegal,XSS,Exploit Vulnerability,Email,Sulawesi Selatan,,-5.19064,119.461806,43,P,IRT,D3,79113583,5,tinggi,dalam_penyelidikan,1,Inisiatif Polri,
LP/2024/1320/SBR,2024-08-24,2024-08-30,Akses Ilegal,Defacement,Exploit Vulnerability,Twitter/X,Bali,,-8.399247,115.194683,36,L,Pensiunan,S3,67111791,9,sedang,baru,0,Patroli Siber,
LP/2024/1321/SBR,2024-08-14,2024-08-20,Akses Ilegal,Defacement,Default Credentials,TikTok,Banten,,-6.161873,106.12408,42,P,PNS,SMP,75480900,1,tinggi,dihentikan,0,Inisiatif Polri,
LP/2024/1322/SBR,2024-12-03,2024-12-20,Penipuan Online,Skema Ponzi,Phishing,Marketplace,Sumatera Barat,,-0.920398,100.448748,18,P,Buruh,SD,37196657,2,rendah,dihentikan,0,Inisiatif Polri,
LP/2024/1323/SBR,2024-08-19,2024-08-23,Penipuan Online,Jual-Beli Fiktif,Modus Skema Ponzi,Marketplace,DKI Jakarta,,-6.19813,106.818697,34,P,Profesional,S3,15226776,8,sedang,p21,0,Aduan Konten Kominfo,
LP/2024/1324/SBR,2024-06-02,2024-06-15,Peretasan Akun,Social Engineering,Password Lemah,Marketplace,Jawa Barat,,-6.886406,107.646303,29,L,Buruh,SD,17469515,2,sedang,selesai,0,Kerjasama Antar Lembaga,
LP/2024/1325/SBR,2024-11-07,2024-11-10,Penipuan Online,Investasi Bodong,Fake Marketplace,Twitter/X,DKI Jakarta,,-6.191188,106.798873,25,P,Profesional,TD,22169761,6,sedang,p21,0,Kerjasama Antar Lembaga,
LP/2024/1326/SBR,2024-05-09,2024-05-10,Penipuan Online,Jual-Beli Fiktif,Phishing,Instagram,Jawa Barat,,-6.933564,107.590657,47,P,Tidak Bekerja,SMP,21382911,6,tinggi,selesai,0,Kerjasama Antar Lembaga,
LP/2024/1327/SBR,2024-04-13,2024-04-30,Judi Online,Sportsbook,Telegram,SMS,Sumatera Barat,,-0.989635,100.370947,57,L,Buruh,TD,15897147,1,rendah,dalam_penyelidikan,0,Patroli Siber,
LP/2024/1328/SBR,2024-11-09,2024-11-20,Penipuan Online,Skema Ponzi,Telepon Penipuan,Email,Nusa Tenggara Barat,,-8.630826,116.142828,31,P,Petani,S3,29111977,5,rendah,dihentikan,0,Laporan Masyarakat,
LP/2024/1329/SBR,2024-10-11,2024-10-26,Pencurian Data,Data Pemerintah,Phishing,Instagram,Kalimantan Selatan,,-3.333893,114.63529,40,L,PNS,SMA,68687987,49,tinggi,p21,1,Inisiatif Polri,
LP/2024/1330/SBR,2024-12-07,2024-12-29,Pencurian Data,Data Pribadi,Insider Threat,Marketplace,Banten,,-6.132971,106.170822,36,P,Mahasiswa,D3,20132328,9,tinggi,baru,1,Kerjasama Antar Lembaga,
LP/2024/1331/SBR,2024-11-24,2024-12-02,Pencurian Data,Data Korporat,SQL Injection,Twitter/X,Banten,,-6.078762,106.130289,41,P,Pelajar,S3,154295913,16,tinggi,baru,1,Kerjasama Antar Lembaga,
LP/2024/1332/SBR,2024-05-21,2024-05-23,Konten Asusila,Sextortion,Penyebaran Massal,TikTok,Jawa Timur,,-7.301136,112.702394,17,P,PNS,SMP,4085723,2,tinggi,dalam_penyelidikan,1,Inisiatif Polri,
LP/2024/1333/SBR,2024-05-04,2024-05-11,Akses Ilegal,XSS,Brute Force,SMS,Sulawesi Selatan,,-5.172185,119.438945,61,P,Buruh,S1,45245439,5,tinggi,baru,0,Inisiatif Polri,
LP/2024/1334/SBR,2024-09-13,2024-09-22,Judi Online,Slot Online,Aplikasi Pihak Ketiga,Facebook,Sumatera Barat,,-0.954625,100.452474,39,P,Karyawan Swasta,S3,23294836,3,sedang,p21,1,Inisiatif Polri,
LP/2024/1335/SBR,2024-08-15,2024-08-18,Peretasan Akun,Sim Swap,Password Lemah,TikTok,Jawa Timur,,-7.212245,112.70225,37,P,Mahasiswa,S1,21125384,3,sedang,baru,0,Laporan Masyarakat,
LP/2024/1336/SBR,2024-03-05,2024-03-26,Penipuan Online,Investasi Bodong,Phishing,Telegram,Sumatera Barat,,-0.92458,100.464395,52,L,Petani,TD,47405631,4,rendah,dalam_penyelidikan,0,Laporan Masyarakat,
LP/2024/1337/SBR,2024-02-11,2024-02-15,Akses Ilegal,XSS,Brute Force,Email,Jawa Tengah,,-6.987323,110.428378,30,L,IRT,SMP,90317472,5,sedang,dalam_penyelidikan,0,Aduan BSSN,
LP/2024/1338/SBR,2024-07-27,2024-07-28,Pencurian Data,Data Korporat,Phishing,TikTok,Jawa Barat,,-6.942881,107.616561,65,L,Tidak Bekerja,S3,39539622,36,tinggi,selesai,0,Aduan BSSN,
LP/2024/1339/SBR,2024-03-16,2024-04-06,Konten Asusila,Pornografi Anak,Penyebaran Massal,Email,DKI Jakarta,,-6.198014,106.798233,52,L,PNS,S2,3679844,2,tinggi,dalam_penyelidikan,0,Patroli Siber,
LP/2024/1340/SBR,2024-05-25,2024-06-03,Hoaks/Disinformasi,SARA,Akun Buzzer,Twitter/X,Daerah Istimewa Yogyakarta,,-7.833132,110.372145,51,L,Karyawan Swasta,S1,970309,88,rendah,dalam_penyelidikan,1,Patroli Siber,
LP/2024/1341/SBR,2024-05-13,2024-06-05,Penipuan Online,Skema Ponzi,Fake Marketplace,SMS,Kalimantan Selatan,,-3.286454,114.555682,22,L,Pensiunan,TD,47191428,2,sedang,dalam_penyelidikan,0,Aduan BSSN,
LP/2024/1342/SBR,2024-12-01,2024-12-10,Penipuan Online,Skema Ponzi,Modus Skema Ponzi,Telepon,DKI Jakarta,,-6.215255,106.805076,29,L,Profesional,S2,1437108,6,rendah,dalam_penyelidikan,1,Kerjasama Antar Lembaga,
LP/2024/1343/SBR,2024-04-03,2024-04-12,Pencemaran Nama,Doxing,Bot Spam,Telegram,Jawa Tengah,,-6.973387,110.420186,27,P,Karyawan Swasta,TD,432286,1,rendah,selesai,1,Aduan Konten Kominfo,
LP/2024/1344/SBR,2024-07-21,2024-08-06,Penipuan Online,Penipuan Pinjol Ilegal,Modus Skema Ponzi,WhatsApp,Sumatera Utara,,3.585855,98.676992,17,L,Petani,D3,21980440,7,sedang,baru,0,Laporan Masyarakat,
LP/2024/1345/SBR,2024-12-24,2024-12-30,Pencurian Data,Data Pribadi,Phishing,WhatsApp,Jawa Barat,,-6.946198,107.61002,38,P,IRT,SD,13284946,26,sedang,p21,0,Patroli Siber,
LP/2024/1346/SBR,2024-02-10,2024-03-06,Penipuan Online,Skema Ponzi,Phishing,Instagram,Sumatera Selatan,,-3.009396,104.732309,64,P,PNS,SD,10794670,1,sedang,baru,0,Aduan Konten Kominfo,
LP/2024/1347/SBR,2024-12-17,2024-12-21,Peretasan Akun,Sim Swap,Phishing,WhatsApp,Jawa Barat,,-6.865579,107.583011,54,L,Tidak Bekerja,SMA,5319294,1,tinggi,baru,0,Kerjasama Antar Lembaga,
LP/2024/1348/SBR,2024-12-20,2025-01-13,Penipuan Online,Jual-Beli Fiktif,Fake Marketplace,Marketplace,Sulawesi Utara,,1.455475,124.814463,23,L,Tidak Bekerja,SMA,3610970,2,rendah,dalam_penyelidikan,0,Laporan Masyarakat,
LP/2024/1349/SBR,2024-12-20,2024-12-28,Judi Online,Sportsbook,Aplikasi Pihak Ketiga,Telegram,DKI Jakarta,,-6.228372,106.84566,36,P,Pelajar,TD,12258688,2,sedang,dalam_penyelidikan,1,Aduan BSSN,
LP/2024/1350/SBR,2024-04-09,2024-04-14,Konten Asusila,Pornografi Anak,Penyebaran Massal,TikTok,Jawa Tengah,,-6.941665,110.430366,47,P,Mahasiswa,S1,457252,3,tinggi,p21,0,Kerjasama Antar Lembaga,
LP/2024/1351/SBR,2024-04-12,2024-04-24,Pencurian Data,Data Korporat,Credential Stuffing,Website,Sumatera Utara,,3.626607,98.678472,21,L,Petani,SMA,34726974,22,tinggi,dalam_penyelidikan,1,Kerjasama Antar Lembaga,
LP/2024/1352/SBR,2024-07-14,2024-07-23,Akses Ilegal,SQL Injection,SQL Injection,Telegram,Sumatera Utara,,3.585632,98.68036,40,L,Buruh,S1,19123246,5,sedang,dihentikan,0,Kerjasama Antar Lembaga,
LP/2024/1353/SBR,2024-04-18,2024-05-06,Penipuan Online,Penipuan Pinjol Ilegal,Social Engineering,Facebook,Jawa Barat,,-6.935736,107.647543,62,P,Petani,TD,47391789,7,rendah,dihentikan,1,Laporan Masyarakat,
LP/2024/1354/SBR,2024-11-15,2024-12-12,Penipuan Online,Jual-Beli Fiktif,Fake Marketplace,Email,DKI Jakarta,,-6.23755,106.861535,43,P,Profesional,S3,43775909,7,tinggi,baru,0,Aduan Konten Kominfo,
LP/2024/1355/SBR,2024-09-05,2024-09-14,Judi Online,Slot Online,Telegram,SMS,Jawa Timur,,-7.232295,112.777992,59,L,Wiraswasta,S2,19975258,2,rendah,selesai,0,Inisiatif Polri,
LP/2024/1356/SBR,2024-09-21,2024-09-27,Penipuan Online,Jual-Beli Fiktif,Phishing,Twitter/X,Jawa Timur,,-7.22686,112.749498,41,L,PNS,SD,47116380,8,rendah,dihentikan,1,Inisiatif Polri,
LP/2024/1357/SBR,2024-09-23,2024-09-23,Pencurian Data,Data Korporat,Phishing,Instagram,Jawa Tengah,,-7.003519,110.378949,35,L,Mahasiswa,S1,159231844,9,tinggi,selesai,0,Patroli Siber,
LP/2024/1358/SBR,2024-03-24,2024-04-11,Penipuan Online,Penipuan Pinjol Ilegal,Fake Marketplace,TikTok,Jawa Barat,,-6.944189,107.641394,55,L,PNS,S1,42968814,3,sedang,baru,0,Inisiatif Polri,
LP/2024/1359/SBR,2024-02-22,2024-02-25,Penipuan Online,Skema Ponzi,Fake Marketplace,SMS,Sumatera Barat,,-0.951084,100.429242,45,TD,Karyawan Swasta,S3,12681739,7,sedang,p21,0,Patroli Siber,
LP/2024/1360/SBR,2024-01-04,2024-02-03,Penipuan Online,Investasi Bodong,Phishing,TikTok,Sumatera Utara,,3.622807,98.64689,55,L,Pensiunan,SD,26647587,2,rendah,selesai,1,Patroli Siber,
LP/2024/1361/SBR,2024-04-16,2024-05-15,Penipuan Online,Jual-Beli Fiktif,Fake Marketplace,Marketplace,Nusa Tenggara Barat,,-8.553843,116.094845,53,P,Pelajar,SMP,45186688,7,sedang,p21,0,Aduan Konten Kominfo,
LP/2024/1362/SBR,2024-02-09,2024-03-09,Akses Ilegal,Defacement,Exploit Vulnerability,SMS,Jawa Barat,,-6.899255,107.618831,59,L,Karyawan Swasta,SD,78068652,2,sedang,selesai,0,Patroli Siber,
LP/2024/1363/SBR,2024-09-18,2024-10-14,Peretasan Akun,Sim Swap,Phishing,Instagram,DKI Jakarta,,-6.171183,106.855822,32,L,Wiraswasta,D3,14999885,2,tinggi,dalam_penyelidikan,0,Aduan BSSN,
LP/2024/1364/SBR,2024-03-02,2024-03-08,Penipuan Online,Investasi Bodong,Modus Skema Ponzi,SMS,Jawa Barat,,-6.866263,107.569417,54,L,Profesional,S3,21924604,4,rendah,baru,1,Aduan Konten Kominfo,
LP/2024/1365/SBR,2024-02-26,2024-03-12,Penipuan Online,Investasi Bodong,Telepon Penipuan,Telepon,Bali,,-8.428556,115.22366,18,TD,Pelajar,TD,8285039,4,tinggi,p21,1,Inisiatif Polri,
LP/2024/1366/SBR,2024-05-03,2024-05-06,Akses Ilegal,SQL Injection,Exploit Vulnerability,Facebook,Sulawesi Selatan,,-5.106836,119.476089,21,P,Pensiunan,D3,22786534,9,sedang,dihentikan,0,Inisiatif Polri,
LP/2024/1367/SBR,2024-07-07,2024-07-26,Pencurian Data,Data Pribadi,SQL Injection,Telepon,Jawa Timur,,-7.257568,112.763567,24,P,Petani,SMP,29259598,16,tinggi,selesai,0,Patroli Siber,
LP/2024/1368/SBR,2024-06-10,2024-07-08,Penipuan Online,Investasi Bodong,Fake Marketplace,Telegram,DKI Jakarta,,-6.22565,106.836696,59,L,Tidak Bekerja,SMA,3713516,2,sedang,dalam_penyelidikan,0,Aduan BSSN,
